152,5,221,93,173,386,-1,-1,-1,-1
153,5,187,63,185,416,-1,-1,-1,-1
154,5,150,42,195,437,-1,-1,-1,-1
155,5,122,37,197,442,-1,-1,-1,-1
156,5,80,34,196,445,-1,-1,-1,-1
157,5,44,31,197,448,-1,-1,-1,-1
158,5,17,29,196,450,-1,-1,-1,-1
159,5,6,27,196,452,-1,-1,-1,-1
160,5,3,27,195,452,-1,-1,-1,-1
161,5,3,27,195,452,-1,-1,-1,-1
162,5,11,30,196,449,-1,-1,-1,-1
163,5,35,33,195,446,-1,-1,-1,-1
164,5,63,41,193,438,-1,-1,-1,-1
165,5,100,45,190,434,-1,-1,-1,-1
166,5,139,53,185,426,-1,-1,-1,-1
167,5,172,54,183,425,-1,-1,-1,-1
168,5,212,58,178,421,-1,-1,-1,-1
169,5,254,56,175,423,-1,-1,-1,-1
170,5,296,53,172,426,-1,-1,-1,-1
171,5,327,75,161,404,-1,-1,-1,-1
172,5,360,106,146,373,-1,-1,-1,-1
173,5,388,126,140,353,-1,-1,-1,-1
174,5,415,137,136,342,-1,-1,-1,-1
175,5,448,146,132,333,-1,-1,-1,-1
176,5,483,149,130,330,-1,-1,-1,-1
177,5,519,149,120,330,-1,-1,-1,-1
178,5,533,134,106,345,-1,-1,-1,-1
179,5,546,137,93,342,-1,-1,-1,-1
180,5,559,139,80,340,-1,-1,-1,-1
181,5,580,142,59,337,-1,-1,-1,-1
185,5,563,156,76,323,-1,-1,-1,-1
186,5,540,160,99,319,-1,-1,-1,-1
187,5,522,159,110,320,-1,-1,-1,-1
188,5,503,163,112,316,-1,-1,-1,-1
189,5,473,158,115,321,-1,-1,-1,-1
190,5,438,150,120,329,-1,-1,-1,-1
191,5,404,136,127,343,-1,-1,-1,-1
192,5,368,122,138,357,-1,-1,-1,-1
193,5,353,110,145,369,-1,-1,-1,-1
194,5,335,105,149,374,-1,-1,-1,-1
195,5,300,88,157,391,-1,-1,-1,-1
196,5,274,63,168,416,-1,-1,-1,-1
197,5,262,51,172,428,-1,-1,-1,-1
198,5,254,38,179,441,-1,-1,-1,-1
199,5,249,23,187,456,-1,-1,-1,-1
200,5,248,11,195,468,-1,-1,-1,-1
201,5,247,0,207,479,-1,-1,-1,-1
202,5,244,0,214,479,-1,-1,-1,-1
203,5,241,0,219,479,-1,-1,-1,-1
204,5,237,0,220,479,-1,-1,-1,-1
205,5,214,0,213,479,-1,-1,-1,-1
206,5,178,3,213,476,-1,-1,-1,-1
207,5,147,16,206,463,-1,-1,-1,-1
208,5,133,25,201,454,-1,-1,-1,-1
209,5,126,22,203,457,-1,-1,-1,-1
210,5,126,21,204,458,-1,-1,-1,-1
211,5,136,25,205,454,-1,-1,-1,-1
212,5,160,33,202,446,-1,-1,-1,-1
213,5,195,39,200,440,-1,-1,-1,-1
214,5,223,43,199,436,-1,-1,-1,-1
215,5,252,44,198,435,-1,-1,-1,-1
216,5,276,44,197,435,-1,-1,-1,-1
217,5,295,45,194,434,-1,-1,-1,-1
218,5,306,42,193,437,-1,-1,-1,-1
219,5,318,37,192,442,-1,-1,-1,-1
220,5,334,26,194,453,-1,-1,-1,-1
221,5,347,11,197,468,-1,-1,-1,-1
222,5,351,0,201,479,-1,-1,-1,-1
223,5,358,0,198,479,-1,-1,-1,-1
224,5,369,0,193,479,-1,-1,-1,-1
225,5,381,0,192,479,-1,-1,-1,-1
226,5,385,0,191,479,-1,-1,-1,-1
227,5,375,0,187,479,-1,-1,-1,-1
228,5,364,0,185,479,-1,-1,-1,-1
229,5,353,4,182,475,-1,-1,-1,-1
230,5,344,30,172,449,-1,-1,-1,-1
231,5,331,75,156,404,-1,-1,-1,-1
232,5,315,99,147,380,-1,-1,-1,-1
233,5,324,119,140,360,-1,-1,-1,-1
234,5,342,137,132,342,-1,-1,-1,-1
235,5,380,144,129,335,-1,-1,-1,-1
236,5,422,144,128,335,-1,-1,-1,-1
237,5,455,141,130,338,-1,-1,-1,-1
238,5,480,144,129,335,-1,-1,-1,-1
239,5,503,149,128,330,-1,-1,-1,-1
240,5,513,150,126,329,-1,-1,-1,-1
241,5,517,149,122,330,-1,-1,-1,-1
242,5,513,150,126,329,-1,-1,-1,-1
243,5,498,150,132,329,-1,-1,-1,-1
244,5,468,150,133,329,-1,-1,-1,-1
245,5,436,151,132,328,-1,-1,-1,-1
246,5,406,147,134,332,-1,-1,-1,-1
247,5,373,133,140,346,-1,-1,-1,-1
248,5,344,118,148,361,-1,-1,-1,-1
249,5,325,106,154,373,-1,-1,-1,-1
250,5,292,95,161,384,-1,-1,-1,-1
251,5,255,84,167,395,-1,-1,-1,-1
252,5,228,64,176,415,-1,-1,-1,-1
253,5,214,55,180,424,-1,-1,-1,-1
254,5,210,46,186,433,-1,-1,-1,-1
255,5,231,36,193,443,-1,-1,-1,-1
256,5,270,25,200,454,-1,-1,-1,-1
257,5,300,0,211,479,-1,-1,-1,-1
258,5,318,0,227,479,-1,-1,-1,-1
259,5,333,0,233,479,-1,-1,-1,-1
260,5,344,0,246,479,-1,-1,-1,-1
261,5,348,0,256,479,-1,-1,-1,-1
262,5,351,0,261,479,-1,-1,-1,-1
263,5,378,0,260,479,-1,-1,-1,-1
264,5,382,0,257,479,-1,-1,-1,-1
272,7,40,46,479,433,-1,-1,-1,-1
273,7,56,112,416,367,-1,-1,-1,-1
274,7,59,120,410,359,-1,-1,-1,-1
275,7,52,87,446,392,-1,-1,-1,-1
276,7,60,43,477,436,-1,-1,-1,-1
277,7,46,0,534,479,-1,-1,-1,-1
278,7,81,0,528,479,-1,-1,-1,-1
279,7,122,50,474,429,-1,-1,-1,-1
280,7,157,108,428,371,-1,-1,-1,-1
281,7,175,148,388,331,-1,-1,-1,-1
282,7,155,135,420,344,-1,-1,-1,-1
283,7,162,149,406,330,-1,-1,-1,-1
284,7,166,157,405,322,-1,-1,-1,-1
285,7,159,155,415,324,-1,-1,-1,-1
286,7,137,132,455,347,-1,-1,-1,-1
287,7,141,133,450,346,-1,-1,-1,-1
288,7,142,134,451,345,-1,-1,-1,-1
289,7,144,135,453,344,-1,-1,-1,-1
290,7,140,134,459,345,-1,-1,-1,-1
291,7,138,136,463,343,-1,-1,-1,-1
292,7,131,118,489,361,-1,-1,-1,-1
293,7,141,128,479,351,-1,-1,-1,-1
294,7,134,134,475,345,-1,-1,-1,-1
295,7,97,134,484,345,-1,-1,-1,-1
296,7,120,134,481,345,-1,-1,-1,-1
297,7,126,126,487,353,-1,-1,-1,-1
298,7,126,120,490,359,-1,-1,-1,-1
299,7,124,115,488,364,-1,-1,-1,-1
300,7,122,109,486,370,-1,-1,-1,-1
301,7,127,116,471,363,-1,-1,-1,-1
302,7,127,113,470,366,-1,-1,-1,-1
303,7,115,89,496,390,-1,-1,-1,-1
304,7,82,70,512,409,-1,-1,-1,-1
305,7,72,62,513,417,-1,-1,-1,-1
306,7,84,80,485,399,-1,-1,-1,-1
307,7,94,95,471,384,-1,-1,-1,-1
308,7,93,86,471,393,-1,-1,-1,-1
309,7,83,68,489,411,-1,-1,-1,-1
310,7,79,56,501,423,-1,-1,-1,-1
311,7,80,58,498,421,-1,-1,-1,-1
312,7,82,65,493,414,-1,-1,-1,-1
313,7,84,69,490,410,-1,-1,-1,-1
314,7,79,65,500,414,-1,-1,-1,-1
315,7,76,58,506,421,-1,-1,-1,-1
316,7,74,50,511,429,-1,-1,-1,-1
317,7,69,42,519,437,-1,-1,-1,-1
318,7,69,40,519,439,-1,-1,-1,-1
319,7,66,37,522,442,-1,-1,-1,-1
320,7,64,34,523,445,-1,-1,-1,-1
321,7,65,33,523,446,-1,-1,-1,-1
322,7,66,32,524,447,-1,-1,-1,-1
323,7,66,32,525,447,-1,-1,-1,-1
324,7,67,32,523,447,-1,-1,-1,-1
325,7,67,32,522,447,-1,-1,-1,-1
326,7,68,31,521,448,-1,-1,-1,-1
327,7,71,32,516,447,-1,-1,-1,-1
