2,1,166,18,422,461,-1,-1,-1,-1
3,1,165,19,422,460,-1,-1,-1,-1
4,1,165,20,424,459,-1,-1,-1,-1
5,1,162,21,427,458,-1,-1,-1,-1
6,1,157,17,437,462,-1,-1,-1,-1
7,1,157,19,437,460,-1,-1,-1,-1
8,1,155,20,441,459,-1,-1,-1,-1
9,1,151,18,449,461,-1,-1,-1,-1
10,1,149,19,452,460,-1,-1,-1,-1
11,1,147,18,456,461,-1,-1,-1,-1
12,1,149,19,457,460,-1,-1,-1,-1
13,1,144,19,462,460,-1,-1,-1,-1
14,1,144,20,464,459,-1,-1,-1,-1
15,1,141,19,470,460,-1,-1,-1,-1
16,1,138,19,474,460,-1,-1,-1,-1
17,1,138,19,474,460,-1,-1,-1,-1
18,1,139,20,475,459,-1,-1,-1,-1
19,1,134,24,483,455,-1,-1,-1,-1
20,1,136,22,480,457,-1,-1,-1,-1
21,1,130,22,491,457,-1,-1,-1,-1
22,1,135,22,484,457,-1,-1,-1,-1
23,1,137,20,482,459,-1,-1,-1,-1
24,1,140,22,478,457,-1,-1,-1,-1
25,1,139,21,479,458,-1,-1,-1,-1
26,1,139,22,479,457,-1,-1,-1,-1
27,1,135,22,483,457,-1,-1,-1,-1
28,1,129,23,496,456,-1,-1,-1,-1
29,1,130,22,493,457,-1,-1,-1,-1
30,1,120,20,508,459,-1,-1,-1,-1
31,1,118,19,515,460,-1,-1,-1,-1
32,1,115,18,518,461,-1,-1,-1,-1
33,1,114,16,521,463,-1,-1,-1,-1
34,1,118,19,515,460,-1,-1,-1,-1
35,1,118,18,514,461,-1,-1,-1,-1
36,1,121,20,509,459,-1,-1,-1,-1
37,1,126,24,503,455,-1,-1,-1,-1
38,1,130,33,490,446,-1,-1,-1,-1
39,1,127,44,477,435,-1,-1,-1,-1
40,1,105,54,464,425,-1,-1,-1,-1
41,1,61,63,462,416,-1,-1,-1,-1
42,1,50,91,429,388,-1,-1,-1,-1
43,1,21,111,412,368,-1,-1,-1,-1
44,1,17,135,388,344,-1,-1,-1,-1
45,1,14,143,383,336,-1,-1,-1,-1
46,1,12,143,388,336,-1,-1,-1,-1
47,1,9,144,390,335,-1,-1,-1,-1
48,1,0,133,405,346,-1,-1,-1,-1
49,1,20,109,429,370,-1,-1,-1,-1
50,1,54,84,452,395,-1,-1,-1,-1
51,1,86,74,455,405,-1,-1,-1,-1
52,1,129,81,455,398,-1,-1,-1,-1
53,1,173,93,444,386,-1,-1,-1,-1
54,1,202,114,420,365,-1,-1,-1,-1
55,1,180,153,399,326,-1,-1,-1,-1
56,1,165,171,397,308,-1,-1,-1,-1
57,1,150,174,411,305,-1,-1,-1,-1
58,1,157,181,402,298,-1,-1,-1,-1
62,1,197,142,442,337,-1,-1,-1,-1
63,1,147,104,489,375,-1,-1,-1,-1
64,1,112,87,490,392,-1,-1,-1,-1
65,1,88,73,499,406,-1,-1,-1,-1
66,1,71,71,496,408,-1,-1,-1,-1
67,1,37,69,495,410,-1,-1,-1,-1
68,1,23,72,484,407,-1,-1,-1,-1
69,1,5,85,468,394,-1,-1,-1,-1
70,1,1,109,439,370,-1,-1,-1,-1
71,1,3,132,413,347,-1,-1,-1,-1
72,1,11,156,396,323,-1,-1,-1,-1
73,1,16,192,356,287,-1,-1,-1,-1
74,1,12,201,345,278,-1,-1,-1,-1
85,1,22,222,323,257,-1,-1,-1,-1
86,1,22,199,361,280,-1,-1,-1,-1
87,1,5,167,403,312,-1,-1,-1,-1
88,1,0,143,425,336,-1,-1,-1,-1
89,1,8,117,459,362,-1,-1,-1,-1
90,1,15,86,485,393,-1,-1,-1,-1
91,1,48,76,484,403,-1,-1,-1,-1
92,1,71,71,480,408,-1,-1,-1,-1
93,1,89,71,472,408,-1,-1,-1,-1
94,1,125,75,460,404,-1,-1,-1,-1
95,1,136,82,458,397,-1,-1,-1,-1
96,1,163,108,434,371,-1,-1,-1,-1
97,1,167,133,420,346,-1,-1,-1,-1
98,1,133,156,419,323,-1,-1,-1,-1
99,1,147,168,419,311,-1,-1,-1,-1
100,1,154,173,414,306,-1,-1,-1,-1
110,1,163,94,476,385,-1,-1,-1,-1
111,1,129,80,508,399,-1,-1,-1,-1
112,1,104,54,533,425,-1,-1,-1,-1
113,1,84,20,555,459,-1,-1,-1,-1
114,1,38,0,587,479,-1,-1,-1,-1
115,1,23,0,597,479,-1,-1,-1,-1
116,1,13,0,608,479,-1,-1,-1,-1
117,1,22,0,587,479,-1,-1,-1,-1
118,1,15,0,597,479,-1,-1,-1,-1
122,5,304,0,335,479,-1,-1,-1,-1
123,5,309,0,330,479,-1,-1,-1,-1
124,5,310,0,329,479,-1,-1,-1,-1
125,5,302,0,337,479,-1,-1,-1,-1
126,5,273,0,347,479,-1,-1,-1,-1
127,5,237,0,323,479,-1,-1,-1,-1
128,5,221,0,309,479,-1,-1,-1,-1
129,5,222,25,286,454,-1,-1,-1,-1
130,5,235,44,269,435,-1,-1,-1,-1
131,5,261,62,252,417,-1,-1,-1,-1
132,5,274,77,240,402,-1,-1,-1,-1
133,5,281,84,230,395,-1,-1,-1,-1
134,5,272,90,223,389,-1,-1,-1,-1
135,5,266,94,217,385,-1,-1,-1,-1
136,5,259,96,211,383,-1,-1,-1,-1
137,5,257,98,206,381,-1,-1,-1,-1
138,5,262,102,200,377,-1,-1,-1,-1
139,5,272,106,196,373,-1,-1,-1,-1
140,5,295,112,190,367,-1,-1,-1,-1
141,5,342,125,179,354,-1,-1,-1,-1
142,5,372,135,171,344,-1,-1,-1,-1
143,5,386,139,168,340,-1,-1,-1,-1
144,5,390,138,168,341,-1,-1,-1,-1
145,5,387,138,167,341,-1,-1,-1,-1
146,5,375,134,167,345,-1,-1,-1,-1
147,5,349,131,168,348,-1,-1,-1,-1
148,5,316,127,169,352,-1,-1,-1,-1
149,5,292,124,168,355,-1,-1,-1,-1
150,5,273,123,165,356,-1,-1,-1,-1
151,5,246,110,168,369,-1,-1,-1,-1
